id_venda,data,loja,cidade,categoria,produto,preco_unitario,quantidade,desconto_tipo,metodo_pagamento,receita_total,custo_total,margem
6113,2025-03-05,Loja Leste,Belo Horizonte,Hortifruti,Tomate Italiano kg,5.85,2,10%OFF,Crédito,11.7,4.0,7.7
6114,2025-03-05,Loja Norte,São Paulo,Mercearia,Óleo de Soja 900ml,9.9,1,Nenhuma,Crédito,9.9,4.0,5.9
6115,2025-03-05,Loja Leste,Belo Horizonte,Frios e Laticínios,Iogurte 170g,2.88,1,10%OFF,Crédito,2.88,0.8,2.08
6116,2025-03-05,Loja Centro,São Paulo,Frios e Laticínios,Leite 1L,5.9,2,Nenhuma,Débito,11.8,4.4,7.4
6117,2025-03-05,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Desinfetante 2L,8.9,2,Nenhuma,Dinheiro,17.8,5.0,12.8
6118,2025-03-05,Loja Sul,Rio de Janeiro,Mercearia,Feijão 1kg,8.9,3,Nenhuma,Pix,26.7,9.6,17.1
6119,2025-03-05,Loja Oeste,Curitiba,Bebidas,Água Mineral 500ml,2.25,4,10%OFF,Dinheiro,9.0,2.4,6.6
6120,2025-03-05,Loja Leste,Belo Horizonte,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Dinheiro,4.7,1.2,3.5
6121,2025-03-05,Loja Norte,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,18.9,4,Compre Junto,Pix,75.6,24.0,51.6
6122,2025-03-05,Loja Oeste,Curitiba,Mercearia,Óleo de Soja 900ml,8.91,5,10%OFF,Crédito,44.55,20.0,24.55
6123,2025-03-05,Loja Sul,Rio de Janeiro,Hortifruti,Banana Nanica kg,4.2,1,Nenhuma,Crédito,4.2,1.5,2.7
6124,2025-03-05,Loja Sul,Rio de Janeiro,Mercearia,Feijão 1kg,8.01,2,10%OFF,Pix,16.02,6.4,9.62
6125,2025-03-05,Loja Leste,Belo Horizonte,Hortifruti,Batata kg,5.5,2,Nenhuma,Pix,11.0,2.6,8.4
6126,2025-03-05,Loja Leste,Belo Horizonte,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Pix,4.7,1.2,3.5
6127,2025-03-05,Loja Sul,Rio de Janeiro,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Débito,2.5,0.6,1.9
6128,2025-03-05,Loja Oeste,Curitiba,Frios e Laticínios,Queijo Mussarela 500g,17.91,5,10%OFF,Dinheiro,89.55,42.5,47.05
6129,2025-03-05,Loja Oeste,Curitiba,Hortifruti,Maçã Gala kg,7.9,2,Nenhuma,Crédito,15.8,5.6,10.2
6130,2025-03-05,Loja Oeste,Curitiba,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Crédito,19.9,8.5,11.4
6131,2025-03-05,Loja Centro,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,3,Nenhuma,Dinheiro,59.7,25.5,34.2
6132,2025-03-05,Loja Leste,Belo Horizonte,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Leve 3 Pague 2,Dinheiro,19.9,6.0,13.9
6133,2025-03-05,Loja Leste,Belo Horizonte,Bebidas,Refrigerante Lata 350ml,4.5,5,Nenhuma,Pix,22.5,10.0,12.5
6134,2025-03-05,Loja Norte,São Paulo,Frios e Laticínios,Iogurte 170g,2.88,4,10%OFF,Crédito,11.52,3.2,8.32
6135,2025-03-05,Loja Leste,Belo Horizonte,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Crédito,4.8,1.9,2.9
6136,2025-03-05,Loja Sul,Rio de Janeiro,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Débito,5.9,2.2,3.7
6137,2025-03-05,Loja Leste,Belo Horizonte,Mercearia,Feijão 1kg,8.9,1,Nenhuma,Pix,8.9,3.2,5.7
6138,2025-03-05,Loja Norte,São Paulo,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Débito,8.4,3.0,5.4
6139,2025-03-05,Loja Sul,Rio de Janeiro,Mercearia,Óleo de Soja 900ml,9.9,3,Nenhuma,Débito,29.7,12.0,17.7
6140,2025-03-05,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.5,2,Nenhuma,Crédito,5.0,1.2,3.8
6141,2025-03-05,Loja Leste,Belo Horizonte,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,2,Nenhuma,Crédito,39.8,12.0,27.8
6142,2025-03-05,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,3.78,1,10%OFF,Dinheiro,3.78,1.5,2.28
6143,2025-03-05,Loja Oeste,Curitiba,Higiene e Limpeza,Sabonete 90g,2.9,2,Nenhuma,Dinheiro,5.8,1.0,4.8
6144,2025-03-05,Loja Leste,Belo Horizonte,Mercearia,Macarrão 500g,4.23,1,10%OFF,Débito,4.23,1.2,3.03
6145,2025-03-05,Loja Oeste,Curitiba,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Débito,19.9,6.0,13.9
6146,2025-03-05,Loja Oeste,Curitiba,Higiene e Limpeza,Desinfetante 2L,8.9,1,Nenhuma,Dinheiro,8.9,2.5,6.4
6147,2025-03-05,Loja Oeste,Curitiba,Mercearia,Óleo de Soja 900ml,9.9,2,Leve 3 Pague 2,Dinheiro,19.8,8.0,11.8
6148,2025-03-05,Loja Norte,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,17.91,5,10%OFF,Dinheiro,89.55,30.0,59.55
6149,2025-03-05,Loja Leste,Belo Horizonte,Bebidas,Suco 1L,7.9,1,Nenhuma,Débito,7.9,3.0,4.9
6150,2025-03-05,Loja Norte,São Paulo,Higiene e Limpeza,Desinfetante 2L,8.9,1,Leve 3 Pague 2,Débito,8.9,2.5,6.4
6151,2025-03-05,Loja Norte,São Paulo,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Pix,5.9,2.2,3.7
6152,2025-03-05,Loja Oeste,Curitiba,Hortifruti,Tomate Italiano kg,6.5,1,Nenhuma,Pix,6.5,2.0,4.5
6153,2025-03-05,Loja Oeste,Curitiba,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Dinheiro,7.9,2.8,5.1
6154,2025-03-05,Loja Norte,São Paulo,Hortifruti,Maçã Gala kg,7.9,2,Leve 3 Pague 2,Crédito,15.8,5.6,10.2
6155,2025-03-05,Loja Norte,São Paulo,Frios e Laticínios,Leite 1L,5.31,2,10%OFF,Pix,10.62,4.4,6.22
6156,2025-03-05,Loja Oeste,Curitiba,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Crédito,19.9,8.5,11.4
6157,2025-03-05,Loja Leste,Belo Horizonte,Frios e Laticínios,Iogurte 170g,2.88,2,10%OFF,Dinheiro,5.76,1.6,4.16
6158,2025-03-05,Loja Sul,Rio de Janeiro,Mercearia,Óleo de Soja 900ml,8.91,1,10%OFF,Débito,8.91,4.0,4.91
6159,2025-03-05,Loja Norte,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Leve 3 Pague 2,Crédito,19.9,8.5,11.4
6160,2025-03-05,Loja Centro,São Paulo,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Pix,4.7,1.2,3.5
6161,2025-03-05,Loja Norte,São Paulo,Bebidas,Água Mineral 500ml,2.5,3,Nenhuma,Débito,7.5,1.8,5.7
6162,2025-03-05,Loja Norte,São Paulo,Higiene e Limpeza,Sabonete 90g,2.61,3,10%OFF,Crédito,7.83,1.5,6.33
6163,2025-03-05,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Leve 3 Pague 2,Débito,19.9,8.5,11.4
6164,2025-03-05,Loja Sul,Rio de Janeiro,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Débito,4.7,1.2,3.5
6165,2025-03-05,Loja Oeste,Curitiba,Hortifruti,Batata kg,5.5,2,Nenhuma,Crédito,11.0,2.6,8.4
6166,2025-03-05,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,4.2,1,Nenhuma,Dinheiro,4.2,1.5,2.7
6167,2025-03-05,Loja Leste,Belo Horizonte,Hortifruti,Maçã Gala kg,7.11,2,10%OFF,Dinheiro,14.22,5.6,8.62
6168,2025-03-05,Loja Leste,Belo Horizonte,Higiene e Limpeza,Detergente 500ml,3.7,1,Compre Junto,Dinheiro,3.7,0.9,2.8
6169,2025-03-05,Loja Leste,Belo Horizonte,Hortifruti,Maçã Gala kg,7.9,1,Leve 3 Pague 2,Crédito,7.9,2.8,5.1
6170,2025-03-05,Loja Norte,São Paulo,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Pix,4.7,1.2,3.5
6171,2025-03-05,Loja Centro,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,3,Nenhuma,Dinheiro,14.4,5.7,8.7
6172,2025-03-06,Loja Oeste,Curitiba,Higiene e Limpeza,Sabonete 90g,2.9,4,Nenhuma,Crédito,11.6,2.0,9.6
6173,2025-03-06,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Débito,8.4,3.0,5.4
6174,2025-03-06,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.5,4,Nenhuma,Débito,10.0,2.4,7.6
6175,2025-03-06,Loja Oeste,Curitiba,Higiene e Limpeza,Detergente 500ml,3.9,2,Nenhuma,Pix,7.8,1.8,6.0
6176,2025-03-06,Loja Centro,São Paulo,Hortifruti,Maçã Gala kg,7.9,2,Nenhuma,Pix,15.8,5.6,10.2
6177,2025-03-06,Loja Oeste,Curitiba,Higiene e Limpeza,Detergente 500ml,3.51,1,10%OFF,Crédito,3.51,0.9,2.61
6178,2025-03-06,Loja Centro,São Paulo,Higiene e Limpeza,Detergente 500ml,3.9,4,Nenhuma,Débito,15.6,3.6,12.0
6179,2025-03-06,Loja Norte,São Paulo,Hortifruti,Tomate Italiano kg,6.5,3,Nenhuma,Pix,19.5,6.0,13.5
6180,2025-03-06,Loja Leste,Belo Horizonte,Bebidas,Água Mineral 500ml,2.5,2,Nenhuma,Débito,5.0,1.2,3.8
6181,2025-03-06,Loja Oeste,Curitiba,Hortifruti,Banana Nanica kg,3.78,5,10%OFF,Dinheiro,18.9,7.5,11.4
6182,2025-03-06,Loja Oeste,Curitiba,Hortifruti,Tomate Italiano kg,5.85,1,10%OFF,Dinheiro,5.85,2.0,3.85
6183,2025-03-06,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,6.5,2,Nenhuma,Dinheiro,13.0,4.0,9.0
6184,2025-03-06,Loja Sul,Rio de Janeiro,Bebidas,Suco 1L,7.9,1,Nenhuma,Pix,7.9,3.0,4.9
6185,2025-03-06,Loja Norte,São Paulo,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Dinheiro,3.9,0.9,3.0
6186,2025-03-06,Loja Sul,Rio de Janeiro,Bebidas,Água Mineral 500ml,2.25,2,10%OFF,Dinheiro,4.5,1.2,3.3
6187,2025-03-06,Loja Norte,São Paulo,Mercearia,Feijão 1kg,8.9,3,Nenhuma,Pix,26.7,9.6,17.1
6188,2025-03-06,Loja Oeste,Curitiba,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,3,Nenhuma,Dinheiro,59.7,18.0,41.7
6189,2025-03-06,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.25,1,10%OFF,Dinheiro,2.25,0.6,1.65
6190,2025-03-06,Loja Leste,Belo Horizonte,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Débito,4.7,1.2,3.5
6191,2025-03-06,Loja Centro,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,2,Leve 3 Pague 2,Dinheiro,39.8,17.0,22.8
6192,2025-03-06,Loja Leste,Belo Horizonte,Frios e Laticínios,Leite 1L,5.9,2,Leve 3 Pague 2,Débito,11.8,4.4,7.4
6193,2025-03-06,Loja Sul,Rio de Janeiro,Bebidas,Água Mineral 500ml,2.5,3,Nenhuma,Débito,7.5,1.8,5.7
6194,2025-03-06,Loja Norte,São Paulo,Bebidas,Água Mineral 500ml,2.5,2,Nenhuma,Dinheiro,5.0,1.2,3.8
6195,2025-03-06,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,1,Leve 3 Pague 2,Débito,3.2,0.8,2.4
6196,2025-03-06,Loja Sul,Rio de Janeiro,Bebidas,Suco 1L,7.9,1,Leve 3 Pague 2,Crédito,7.9,3.0,4.9
6197,2025-03-06,Loja Oeste,Curitiba,Bebidas,Suco 1L,7.9,2,Nenhuma,Dinheiro,15.8,6.0,9.8
6198,2025-03-06,Loja Leste,Belo Horizonte,Higiene e Limpeza,Sabonete 90g,2.9,2,Nenhuma,Crédito,5.8,1.0,4.8
6199,2025-03-06,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,5.85,1,10%OFF,Débito,5.85,2.0,3.85
6200,2025-03-06,Loja Norte,São Paulo,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Crédito,4.7,1.2,3.5
6201,2025-03-06,Loja Centro,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,2,Leve 3 Pague 2,Débito,39.8,17.0,22.8
6202,2025-03-06,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Sabonete 90g,2.9,1,Nenhuma,Pix,2.9,0.5,2.4
6203,2025-03-06,Loja Norte,São Paulo,Hortifruti,Batata kg,5.5,2,Nenhuma,Pix,11.0,2.6,8.4
6204,2025-03-06,Loja Norte,São Paulo,Mercearia,Feijão 1kg,8.9,1,Nenhuma,Crédito,8.9,3.2,5.7
6205,2025-03-06,Loja Norte,São Paulo,Higiene e Limpeza,Detergente 500ml,2.6,3,Leve 3 Pague 2,Crédito,7.8,2.7,5.1
6206,2025-03-06,Loja Norte,São Paulo,Bebidas,Refrigerante Lata 350ml,4.05,1,10%OFF,Crédito,4.05,2.0,2.05
6207,2025-03-06,Loja Norte,São Paulo,Higiene e Limpeza,Detergente 500ml,3.9,2,Nenhuma,Crédito,7.8,1.8,6.0
6208,2025-03-06,Loja Oeste,Curitiba,Hortifruti,Batata kg,5.5,1,Nenhuma,Débito,5.5,1.3,4.2
6209,2025-03-06,Loja Centro,São Paulo,Higiene e Limpeza,Detergente 500ml,3.51,2,10%OFF,Crédito,7.02,1.8,5.22
6210,2025-03-06,Loja Oeste,Curitiba,Frios e Laticínios,Leite 1L,5.9,2,Nenhuma,Pix,11.8,4.4,7.4
6211,2025-03-06,Loja Oeste,Curitiba,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Pix,5.9,2.2,3.7
6212,2025-03-06,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,3.99,5,Compre Junto,Crédito,19.95,7.5,12.45
6213,2025-03-06,Loja Leste,Belo Horizonte,Bebidas,Refrigerante Lata 350ml,4.5,3,Nenhuma,Crédito,13.5,6.0,7.5
6214,2025-03-06,Loja Oeste,Curitiba,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Crédito,4.8,1.9,2.9
6215,2025-03-06,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,1,Nenhuma,Débito,3.2,0.8,2.4
6216,2025-03-06,Loja Sul,Rio de Janeiro,Mercearia,Macarrão 500g,4.46,1,Compre Junto,Crédito,4.46,1.2,3.26
6217,2025-03-06,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Desinfetante 2L,8.9,3,Nenhuma,Pix,26.7,7.5,19.2
6218,2025-03-06,Loja Leste,Belo Horizonte,Mercearia,Feijão 1kg,8.01,1,10%OFF,Pix,8.01,3.2,4.81
6219,2025-03-06,Loja Norte,São Paulo,Frios e Laticínios,Leite 1L,3.93,3,Leve 3 Pague 2,Débito,11.79,6.6,5.19
6220,2025-03-06,Loja Centro,São Paulo,Hortifruti,Banana Nanica kg,4.2,3,Nenhuma,Crédito,12.6,4.5,8.1
6221,2025-03-06,Loja Centro,São Paulo,Bebidas,Suco 1L,7.9,3,Nenhuma,Pix,23.7,9.0,14.7
6222,2025-03-06,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,2.88,2,10%OFF,Débito,5.76,1.6,4.16
6223,2025-03-06,Loja Centro,São Paulo,Hortifruti,Batata kg,5.5,3,Nenhuma,Dinheiro,16.5,3.9,12.6
6224,2025-03-06,Loja Oeste,Curitiba,Higiene e Limpeza,Sabonete 90g,2.9,1,Nenhuma,Pix,2.9,0.5,2.4
6225,2025-03-06,Loja Leste,Belo Horizonte,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,3,Nenhuma,Débito,59.7,18.0,41.7
6226,2025-03-06,Loja Norte,São Paulo,Hortifruti,Banana Nanica kg,4.2,1,Nenhuma,Dinheiro,4.2,1.5,2.7
6227,2025-03-06,Loja Oeste,Curitiba,Bebidas,Refrigerante Lata 350ml,4.05,2,10%OFF,Crédito,8.1,4.0,4.1
6228,2025-03-06,Loja Sul,Rio de Janeiro,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Dinheiro,4.8,1.9,2.9
6229,2025-03-06,Loja Norte,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Pix,4.8,1.9,2.9
6230,2025-03-06,Loja Sul,Rio de Janeiro,Mercearia,Feijão 1kg,8.9,2,Nenhuma,Débito,17.8,6.4,11.4
6231,2025-03-06,Loja Leste,Belo Horizonte,Mercearia,Arroz 5kg,22.9,3,Nenhuma,Débito,68.7,24.0,44.7
6232,2025-03-06,Loja Oeste,Curitiba,Mercearia,Feijão 1kg,8.9,2,Nenhuma,Dinheiro,17.8,6.4,11.4
6233,2025-03-06,Loja Sul,Rio de Janeiro,Mercearia,Macarrão 500g,4.7,5,Nenhuma,Crédito,23.5,6.0,17.5
6234,2025-03-06,Loja Oeste,Curitiba,Hortifruti,Banana Nanica kg,3.78,4,10%OFF,Débito,15.12,6.0,9.12
6235,2025-03-06,Loja Norte,São Paulo,Hortifruti,Batata kg,4.95,2,10%OFF,Pix,9.9,2.6,7.3
6236,2025-03-06,Loja Norte,São Paulo,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Crédito,7.9,2.8,5.1
6237,2025-03-06,Loja Centro,São Paulo,Mercearia,Feijão 1kg,8.9,1,Nenhuma,Dinheiro,8.9,3.2,5.7
6238,2025-03-06,Loja Leste,Belo Horizonte,Hortifruti,Tomate Italiano kg,6.5,2,Leve 3 Pague 2,Dinheiro,13.0,4.0,9.0
6239,2025-03-06,Loja Centro,São Paulo,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Crédito,7.9,2.8,5.1
6240,2025-03-06,Loja Leste,Belo Horizonte,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Débito,5.9,2.2,3.7
6241,2025-03-06,Loja Oeste,Curitiba,Hortifruti,Batata kg,5.5,1,Nenhuma,Dinheiro,5.5,1.3,4.2
6242,2025-03-06,Loja Oeste,Curitiba,Mercearia,Arroz 5kg,22.9,2,Nenhuma,Dinheiro,45.8,16.0,29.8
6243,2025-03-06,Loja Sul,Rio de Janeiro,Bebidas,Suco 1L,7.9,1,Nenhuma,Dinheiro,7.9,3.0,4.9
6244,2025-03-06,Loja Norte,São Paulo,Hortifruti,Banana Nanica kg,4.2,1,Nenhuma,Crédito,4.2,1.5,2.7
6245,2025-03-06,Loja Centro,São Paulo,Mercearia,Óleo de Soja 900ml,8.91,4,10%OFF,Pix,35.64,16.0,19.64
6246,2025-03-06,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.5,1,Leve 3 Pague 2,Dinheiro,2.5,0.6,1.9
6247,2025-03-06,Loja Sul,Rio de Janeiro,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Dinheiro,4.7,1.2,3.5
6248,2025-03-06,Loja Norte,São Paulo,Hortifruti,Maçã Gala kg,7.9,1,Leve 3 Pague 2,Débito,7.9,2.8,5.1
6249,2025-03-06,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,3.78,5,10%OFF,Débito,18.9,7.5,11.4
6250,2025-03-06,Loja Sul,Rio de Janeiro,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Dinheiro,4.7,1.2,3.5
6251,2025-03-06,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,3.99,1,Compre Junto,Crédito,3.99,1.5,2.49
6252,2025-03-07,Loja Oeste,Curitiba,Hortifruti,Maçã Gala kg,7.9,1,Leve 3 Pague 2,Débito,7.9,2.8,5.1
6253,2025-03-07,Loja Oeste,Curitiba,Hortifruti,Batata kg,5.5,4,Nenhuma,Crédito,22.0,5.2,16.8
6254,2025-03-07,Loja Leste,Belo Horizonte,Frios e Laticínios,Queijo Mussarela 500g,19.9,3,Nenhuma,Dinheiro,59.7,25.5,34.2
6255,2025-03-07,Loja Centro,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,3,Nenhuma,Crédito,8.7,1.5,7.2
6256,2025-03-07,Loja Oeste,Curitiba,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Leve 3 Pague 2,Crédito,19.9,8.5,11.4
6257,2025-03-07,Loja Leste,Belo Horizonte,Mercearia,Arroz 5kg,22.9,2,Nenhuma,Pix,45.8,16.0,29.8
6258,2025-03-07,Loja Sul,Rio de Janeiro,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Dinheiro,2.5,0.6,1.9
6259,2025-03-07,Loja Oeste,Curitiba,Mercearia,Feijão 1kg,8.46,3,Compre Junto,Pix,25.38,9.6,15.78
6260,2025-03-07,Loja Centro,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Dinheiro,4.8,1.9,2.9
6261,2025-03-07,Loja Oeste,Curitiba,Mercearia,Arroz 5kg,22.9,1,Nenhuma,Dinheiro,22.9,8.0,14.9
6262,2025-03-07,Loja Sul,Rio de Janeiro,Mercearia,Óleo de Soja 900ml,9.9,1,Nenhuma,Débito,9.9,4.0,5.9
6263,2025-03-07,Loja Centro,São Paulo,Hortifruti,Tomate Italiano kg,6.5,3,Nenhuma,Dinheiro,19.5,6.0,13.5
6264,2025-03-07,Loja Norte,São Paulo,Higiene e Limpeza,Detergente 500ml,3.9,4,Nenhuma,Crédito,15.6,3.6,12.0
6265,2025-03-07,Loja Leste,Belo Horizonte,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Dinheiro,19.9,8.5,11.4
6266,2025-03-07,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Pix,19.9,6.0,13.9
6267,2025-03-07,Loja Norte,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,3,Nenhuma,Pix,59.7,18.0,41.7
6268,2025-03-07,Loja Centro,São Paulo,Bebidas,Refrigerante Lata 350ml,4.5,1,Nenhuma,Crédito,4.5,2.0,2.5
6269,2025-03-07,Loja Norte,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,2,Nenhuma,Pix,5.8,1.0,4.8
6270,2025-03-07,Loja Centro,São Paulo,Frios e Laticínios,Leite 1L,5.31,3,10%OFF,Dinheiro,15.93,6.6,9.33
6271,2025-03-07,Loja Oeste,Curitiba,Mercearia,Arroz 5kg,20.61,2,10%OFF,Débito,41.22,16.0,25.22
6272,2025-03-07,Loja Norte,São Paulo,Mercearia,Macarrão 500g,3.13,3,Leve 3 Pague 2,Débito,9.39,3.6,5.79
6273,2025-03-07,Loja Norte,São Paulo,Hortifruti,Maçã Gala kg,7.11,2,10%OFF,Dinheiro,14.22,5.6,8.62
6274,2025-03-07,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Débito,8.4,3.0,5.4
6275,2025-03-07,Loja Leste,Belo Horizonte,Mercearia,Óleo de Soja 900ml,9.9,1,Nenhuma,Pix,9.9,4.0,5.9
6276,2025-03-07,Loja Centro,São Paulo,Bebidas,Suco 1L,7.9,2,Nenhuma,Crédito,15.8,6.0,9.8
6277,2025-03-07,Loja Oeste,Curitiba,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Dinheiro,8.4,3.0,5.4
6278,2025-03-07,Loja Centro,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,2,Nenhuma,Pix,9.6,3.8,5.8
6279,2025-03-07,Loja Centro,São Paulo,Bebidas,Suco 1L,7.9,4,Nenhuma,Pix,31.6,12.0,19.6
6280,2025-03-07,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Dinheiro,2.5,0.6,1.9
6281,2025-03-07,Loja Sul,Rio de Janeiro,Frios e Laticínios,Iogurte 170g,2.88,3,10%OFF,Pix,8.64,2.4,6.24
6282,2025-03-07,Loja Norte,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,5,Nenhuma,Pix,14.5,2.5,12.0
6283,2025-03-07,Loja Leste,Belo Horizonte,Mercearia,Óleo de Soja 900ml,9.9,1,Nenhuma,Crédito,9.9,4.0,5.9
6284,2025-03-07,Loja Norte,São Paulo,Mercearia,Feijão 1kg,8.01,1,10%OFF,Débito,8.01,3.2,4.81
6285,2025-03-07,Loja Centro,São Paulo,Higiene e Limpeza,Detergente 500ml,3.9,2,Nenhuma,Débito,7.8,1.8,6.0
6286,2025-03-07,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Pix,8.4,3.0,5.4
6287,2025-03-07,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,2.88,1,10%OFF,Débito,2.88,0.8,2.08
6288,2025-03-07,Loja Oeste,Curitiba,Frios e Laticínios,Iogurte 170g,3.2,2,Nenhuma,Crédito,6.4,1.6,4.8
6289,2025-03-07,Loja Leste,Belo Horizonte,Mercearia,Óleo de Soja 900ml,9.9,3,Nenhuma,Débito,29.7,12.0,17.7
6290,2025-03-07,Loja Centro,São Paulo,Bebidas,Refrigerante Lata 350ml,4.27,1,Compre Junto,Pix,4.27,2.0,2.27
6291,2025-03-07,Loja Centro,São Paulo,Higiene e Limpeza,Detergente 500ml,3.51,1,10%OFF,Pix,3.51,0.9,2.61
6292,2025-03-07,Loja Oeste,Curitiba,Bebidas,Cerveja Lata 350ml,3.6,4,Leve 3 Pague 2,Pix,14.4,7.6,6.8
6293,2025-03-07,Loja Oeste,Curitiba,Frios e Laticínios,Leite 1L,5.31,1,10%OFF,Crédito,5.31,2.2,3.11
6294,2025-03-07,Loja Oeste,Curitiba,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Débito,19.9,6.0,13.9
6295,2025-03-07,Loja Leste,Belo Horizonte,Hortifruti,Tomate Italiano kg,5.85,2,10%OFF,Débito,11.7,4.0,7.7
6296,2025-03-07,Loja Oeste,Curitiba,Hortifruti,Tomate Italiano kg,6.5,1,Nenhuma,Dinheiro,6.5,2.0,4.5
6297,2025-03-07,Loja Sul,Rio de Janeiro,Mercearia,Óleo de Soja 900ml,9.9,1,Nenhuma,Pix,9.9,4.0,5.9
6298,2025-03-07,Loja Leste,Belo Horizonte,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Débito,4.7,1.2,3.5
6299,2025-03-07,Loja Oeste,Curitiba,Bebidas,Cerveja Lata 350ml,4.8,5,Nenhuma,Pix,24.0,9.5,14.5
6300,2025-03-07,Loja Oeste,Curitiba,Mercearia,Arroz 5kg,20.61,3,10%OFF,Débito,61.83,24.0,37.83
6301,2025-03-07,Loja Sul,Rio de Janeiro,Mercearia,Feijão 1kg,8.9,3,Nenhuma,Pix,26.7,9.6,17.1
6302,2025-03-07,Loja Norte,São Paulo,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Pix,7.9,2.8,5.1
6303,2025-03-08,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,4,Nenhuma,Crédito,79.6,34.0,45.6
